run -all
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=1)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=1)
#                N22: U(v=0 r=0 data=1) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1495000][C144] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=1)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=2)
#                N22: U(v=0 r=0 data=2) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1505000][C145] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=1)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=2)
#                N22: U(v=0 r=0 data=2) D(v=0 r=1 data=2)
# ----------------------------------------------------------------
# [1515000][C146] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=1)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=1 data=2)
#                N22: U(v=0 r=1 data=2) D(v=0 r=1 data=2)
# ----------------------------------------------------------------
# [1525000][C147] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=1)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=1 data=2)
#                N22: U(v=0 r=1 data=2) D(v=0 r=1 data=2)
# ----------------------------------------------------------------
# [1535000][C148] [N02->N12] data=1
# [1535000][C148] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=1 r=1 data=1)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=1 r=1) D(v=0 r=1 data=2)
#                N22: U(v=0 r=1 data=2) D(v=0 r=1 data=2)
# ----------------------------------------------------------------
# [1545000][C149] [N12->N22] data=1
# [1545000][C149] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=0)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=1 r=1 data=1)
#                N22: U(v=1 r=1 data=1) D(v=0 r=1 data=2)
# ----------------------------------------------------------------
# [1555000][C150] [N22->OUT] data=1
# [1555000][C150] [OUTPUT] data=1
# ========================================
# TEST COMPLETED
# ========================================
# ** Note: $stop    : C:/Users/ASUS/Desktop/CA13/t13_tb.sv(124)
#    Time: 1555 ns  Iteration: 1  Instance: /t13_tb_debug
# Break in Module t13_tb_debug at C:/Users/ASUS/Desktop/CA13/t13_tb.sv line 124
